"","departure_airport","departure_city","departure_country","lon_departure","lat_departure","arrival_airport","arrival_city","arrival_country","lon_arrival","lat_arrival","airline","airline_country","active_airline","distance_km","domestic_flight","origen_eur","destino_eur"
"10881","Heathrow","London","United Kingdom",-0.103,51.795,"Charles De Gaulle","Paris","France",2.916,49.021,"British Airways","United Kingdom",1,375,0,"YES","YES"
"10882","Heathrow","London","United Kingdom",-0.103,51.795,"Kastrup","Copenhagen","Denmark",13.093,56.029,"British Airways","United Kingdom",1,981,0,"YES","YES"
"10889","Heathrow","London","United Kingdom",-0.103,51.795,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"British Airways","United Kingdom",1,510,0,"YES","YES"
"10892","Heathrow","London","United Kingdom",-0.103,51.795,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"British Airways","United Kingdom",1,563,1,"YES","YES"
"10895","Heathrow","London","United Kingdom",-0.103,51.795,"Fiumicino","Rome","Italy",12.417,42.34,"British Airways","United Kingdom",1,1411,0,"YES","YES"
"10896","Heathrow","London","United Kingdom",-0.103,51.795,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"British Airways","United Kingdom",1,660,0,"YES","YES"
"10899","Heathrow","London","United Kingdom",-0.103,51.795,"Glasgow","Glasgow","United Kingdom",-4.056,56.453,"British Airways","United Kingdom",1,578,1,"YES","YES"
"10900","Heathrow","London","United Kingdom",-0.103,51.795,"Landvetter","Gothenborg","Sweden",12.466,58.104,"British Airways","United Kingdom",1,1062,0,"YES","YES"
"10903","Heathrow","London","United Kingdom",-0.103,51.795,"Hamburg","Hamburg","Germany",10.647,54.05,"British Airways","United Kingdom",1,762,0,"YES","YES"
"10904","Heathrow","London","United Kingdom",-0.103,51.795,"Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"British Airways","United Kingdom",1,1846,0,"YES","YES"
"10919","Heathrow","London","United Kingdom",-0.103,51.795,"Larnaca","Larnaca","Cyprus",34.041,35.458,"British Airways","United Kingdom",1,3248,0,"YES","YES"
"10921","Heathrow","London","United Kingdom",-0.103,51.795,"Linate","Milan","Italy",9.461,45.741,"British Airways","United Kingdom",1,970,0,"YES","YES"
"10922","Heathrow","London","United Kingdom",-0.103,51.795,"Lisboa","Lisbon","Portugal",-8.56,39.302,"British Airways","United Kingdom",1,1534,0,"YES","YES"
"10925","Heathrow","London","United Kingdom",-0.103,51.795,"Luxembourg","Luxemburg","Luxembourg",6.352,50.044,"British Airways","United Kingdom",1,492,0,"YES","YES"
"10926","Heathrow","London","United Kingdom",-0.103,51.795,"Saint Exupery","Lyon","France",5.151,46.21,"British Airways","United Kingdom",1,729,0,"YES","YES"
"10928","Heathrow","London","United Kingdom",-0.103,51.795,"Barajas","Madrid","Spain",-3.278,40.822,"British Airways","United Kingdom",1,1243,0,"YES","YES"
"10929","Heathrow","London","United Kingdom",-0.103,51.795,"Manchester","Manchester","United Kingdom",-1.792,53.589,"British Airways","United Kingdom",1,229,1,"YES","YES"
"10932","Heathrow","London","United Kingdom",-0.103,51.795,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"British Airways","United Kingdom",1,951,0,"YES","YES"
"10933","Heathrow","London","United Kingdom",-0.103,51.795,"Malpensa","Milano","Italy",9.213,46.051,"British Airways","United Kingdom",1,932,0,"YES","YES"
"10936","Heathrow","London","United Kingdom",-0.103,51.795,"Cote D Azur","Nice","France",7.359,44.097,"British Airways","United Kingdom",1,1019,0,"YES","YES"
"10937","Heathrow","London","United Kingdom",-0.103,51.795,"Newcastle","Newcastle","United Kingdom",-1.487,55.062,"British Airways","United Kingdom",1,374,1,"YES","YES"
"10940","Heathrow","London","United Kingdom",-0.103,51.795,"Orly","Paris","France",2.599,49.208,"British Airways","United Kingdom",1,345,0,"YES","YES"
"10942","Heathrow","London","United Kingdom",-0.103,51.795,"Henri Coanda","Bucharest","Romania",26.17,44.953,"British Airways","United Kingdom",1,2070,0,"YES","YES"
"10946","Heathrow","London","United Kingdom",-0.103,51.795,"Ruzyne","Prague","Czech Republic",14.433,50.168,"British Airways","United Kingdom",1,1031,0,"YES","YES"
"10947","Heathrow","London","United Kingdom",-0.103,51.795,"Pisa","Pisa","Italy",10.654,44.139,"British Airways","United Kingdom",1,1166,0,"YES","YES"
"10955","Heathrow","London","United Kingdom",-0.103,51.795,"Sofia","Sofia","Bulgaria",23.676,43.158,"British Airways","United Kingdom",1,2015,0,"YES","YES"
"10956","Heathrow","London","United Kingdom",-0.103,51.795,"Stuttgart","Stuttgart","Germany",9.369,49.149,"British Airways","United Kingdom",1,731,0,"YES","YES"
"10957","Heathrow","London","United Kingdom",-0.103,51.795,"Blagnac","Toulouse","France",1.606,44.048,"British Airways","United Kingdom",1,870,0,"YES","YES"
"10959","Heathrow","London","United Kingdom",-0.103,51.795,"Tegel","Berlin","Germany",13.479,52.932,"British Airways","United Kingdom",1,929,0,"YES","YES"
"10960","Heathrow","London","United Kingdom",-0.103,51.795,"Venezia Tessera","Venice","Italy",12.586,45.842,"British Airways","United Kingdom",1,1138,0,"YES","YES"
"10961","Heathrow","London","United Kingdom",-0.103,51.795,"Schwechat","Vienna","Austria",16.949,48.183,"British Airways","United Kingdom",1,1279,0,"YES","YES"
"10962","Heathrow","London","United Kingdom",-0.103,51.795,"Okecie","Warsaw","Poland",21.611,52.276,"British Airways","United Kingdom",1,1480,0,"YES","YES"
"10968","Linate","Milan","Italy",9.461,45.741,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,970,0,"YES","YES"
"10969","Lisboa","Lisbon","Portugal",-8.56,39.302,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,1534,0,"YES","YES"
"10972","Luxembourg","Luxemburg","Luxembourg",6.352,50.044,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,492,0,"YES","YES"
"10974","Saint Exupery","Lyon","France",5.151,46.21,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,729,0,"YES","YES"
"10978","Barajas","Madrid","Spain",-3.278,40.822,"Glasgow","Glasgow","United Kingdom",-4.056,56.453,"British Airways","United Kingdom",1,1738,0,"YES","YES"
"10981","Barajas","Madrid","Spain",-3.278,40.822,"City","London","United Kingdom",0.092,51.842,"British Airways","United Kingdom",1,1251,0,"YES","YES"
"10982","Barajas","Madrid","Spain",-3.278,40.822,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,1243,0,"YES","YES"
"10983","Barajas","Madrid","Spain",-3.278,40.822,"Manchester","Manchester","United Kingdom",-1.792,53.589,"British Airways","United Kingdom",1,1423,0,"YES","YES"
"10987","Manchester","Manchester","United Kingdom",-1.792,53.589,"Billund","Billund","Denmark",9.252,56.233,"British Airways","United Kingdom",1,763,0,"YES","YES"
"10988","Manchester","Manchester","United Kingdom",-1.792,53.589,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"British Airways","United Kingdom",1,656,0,"YES","YES"
"10989","Manchester","Manchester","United Kingdom",-1.792,53.589,"Hannover","Hannover","Germany",10.141,52.768,"British Airways","United Kingdom",1,799,0,"YES","YES"
"10990","Manchester","Manchester","United Kingdom",-1.792,53.589,"Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"British Airways","United Kingdom",1,1809,0,"YES","YES"
"10992","Manchester","Manchester","United Kingdom",-1.792,53.589,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,298,1,"YES","YES"
"10993","Manchester","Manchester","United Kingdom",-1.792,53.589,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,229,1,"YES","YES"
"10994","Manchester","Manchester","United Kingdom",-1.792,53.589,"Barajas","Madrid","Spain",-3.278,40.822,"British Airways","United Kingdom",1,1423,0,"YES","YES"
"10995","Manchester","Manchester","United Kingdom",-1.792,53.589,"Malpensa","Milano","Italy",9.213,46.051,"British Airways","United Kingdom",1,1149,0,"YES","YES"
"11017","Provence","Marseille","France",5.356,43.725,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,916,0,"YES","YES"
"11020","Franz Josef Strauss","Munich","Germany",12.31,48.589,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,951,0,"YES","YES"
"11021","Malpensa","Milano","Italy",9.213,46.051,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"British Airways","United Kingdom",1,1077,0,"YES","YES"
"11023","Malpensa","Milano","Italy",9.213,46.051,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,932,0,"YES","YES"
"11024","Malpensa","Milano","Italy",9.213,46.051,"Manchester","Manchester","United Kingdom",-1.792,53.589,"British Airways","United Kingdom",1,1149,0,"YES","YES"
"11025","Capodichino","Naples","Italy",14.484,41.476,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,1530,0,"YES","YES"
"11030","Cote D Azur","Nice","France",7.359,44.097,"City","London","United Kingdom",0.092,51.842,"British Airways","United Kingdom",1,1015,0,"YES","YES"
"11031","Cote D Azur","Nice","France",7.359,44.097,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,1019,0,"YES","YES"
"11032","Newcastle","Newcastle","United Kingdom",-1.487,55.062,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,374,1,"YES","YES"
"11034","Nurnberg","Nuernberg","Germany",11.111,49.831,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,775,0,"YES","YES"
"11040","Orly","Paris","France",2.599,49.208,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,345,0,"YES","YES"
"11043","Henri Coanda","Bucharest","Romania",26.17,44.953,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,2070,0,"YES","YES"
"11053","Ruzyne","Prague","Czech Republic",14.433,50.168,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,1031,0,"YES","YES"
"11056","Pisa","Pisa","Italy",10.654,44.139,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,1166,0,"YES","YES"
"11075","Makedonia","Thessaloniki","Greece",23.618,40.866,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,2120,0,"YES","YES"
"11077","Sofia","Sofia","Bulgaria",23.676,43.158,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,2015,0,"YES","YES"
"11078","Stuttgart","Stuttgart","Germany",9.369,49.149,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"British Airways","United Kingdom",1,864,0,"YES","YES"
"11079","Stuttgart","Stuttgart","Germany",9.369,49.149,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,731,0,"YES","YES"
"11083","Salzburg","Salzburg","Austria",13.007,48.322,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,963,0,"YES","YES"
"11087","Blagnac","Toulouse","France",1.606,44.048,"Heathrow","London","United Kingdom",-0.103,51.795,"British Airways","United Kingdom",1,870,0,"YES","YES"
"11090","Torino","Torino","Italy",8.082,45.334,"Gatwick","London","United Kingdom",0.349,51.246,"British Airways","United Kingdom",1,870,0,"YES","YES"
