"","departure_airport","departure_city","departure_country","lon_departure","lat_departure","arrival_airport","arrival_city","arrival_country","lon_arrival","lat_arrival","airline","airline_country","active_airline","distance_km","domestic_flight","origen_eur","destino_eur"
"23214","Balice","Krakow","Poland",20.308,50.129,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,873,0,"YES","YES"
"23215","Balice","Krakow","Poland",20.308,50.129,"Bologna","Bologna","Italy",11.481,44.892,"Ryanair","Ireland",1,881,0,"YES","YES"
"23216","Balice","Krakow","Poland",20.308,50.129,"Tille","Beauvais","France",2.187,49.757,"Ryanair","Ireland",1,1294,0,"YES","YES"
"23217","Balice","Krakow","Poland",20.308,50.129,"Ciampino","Rome","Italy",12.991,42.332,"Ryanair","Ireland",1,1032,0,"YES","YES"
"23218","Balice","Krakow","Poland",20.308,50.129,"Brussels South","Charleroi","Belgium",4.756,50.765,"Ryanair","Ireland",1,1101,0,"YES","YES"
"23219","Balice","Krakow","Poland",20.308,50.129,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,1822,0,"YES","YES"
"23220","Balice","Krakow","Poland",20.308,50.129,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Ryanair","Ireland",1,1691,0,"YES","YES"
"23221","Balice","Krakow","Poland",20.308,50.129,"Eindhoven","Eindhoven","Netherlands",5.624,51.75,"Ryanair","Ireland",1,1042,0,"YES","YES"
"23222","Balice","Krakow","Poland",20.308,50.129,"Nottingham East Midlands","East Midlands","United Kingdom",-0.881,53.385,"Ryanair","Ireland",1,1496,0,"YES","YES"
"23223","Balice","Krakow","Poland",20.308,50.129,"Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Ryanair","Ireland",1,1547,0,"YES","YES"
"23224","Balice","Krakow","Poland",20.308,50.129,"Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ryanair","Ireland",1,1621,0,"YES","YES"
"23225","Balice","Krakow","Poland",20.308,50.129,"Barajas","Madrid","Spain",-3.278,40.822,"Ryanair","Ireland",1,2097,0,"YES","YES"
"23226","Balice","Krakow","Poland",20.308,50.129,"Skavsta","Stockholm","Sweden",17.52,59.314,"Ryanair","Ireland",1,1036,0,"YES","YES"
"23228","Balice","Krakow","Poland",20.308,50.129,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,1404,0,"YES","YES"
"23229","Pyrzowice","Katowice","Poland",19.133,50.79,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Ryanair","Ireland",1,1436,0,"YES","YES"
"23230","Pyrzowice","Katowice","Poland",19.133,50.79,"Bristol","Bristol","United Kingdom",-2.532,51.637,"Ryanair","Ireland",1,1506,0,"YES","YES"
"23231","Pyrzowice","Katowice","Poland",19.133,50.79,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,1717,0,"YES","YES"
"23232","Pyrzowice","Katowice","Poland",19.133,50.79,"Manchester","Manchester","United Kingdom",-1.792,53.589,"Ryanair","Ireland",1,1454,0,"YES","YES"
"23233","Pyrzowice","Katowice","Poland",19.133,50.79,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,1303,0,"YES","YES"
"23234","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Ryanair","Ireland",1,1693,0,"YES","YES"
"23235","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Bristol","Bristol","United Kingdom",-2.532,51.637,"Ryanair","Ireland",1,1801,0,"YES","YES"
"23236","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Tille","Beauvais","France",2.187,49.757,"Ryanair","Ireland",1,1607,0,"YES","YES"
"23237","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Brussels South","Charleroi","Belgium",4.756,50.765,"Ryanair","Ireland",1,1393,0,"YES","YES"
"23238","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,1921,0,"YES","YES"
"23239","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Ryanair","Ireland",1,1673,0,"YES","YES"
"23240","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Eindhoven","Eindhoven","Netherlands",5.624,51.75,"Ryanair","Ireland",1,1288,0,"YES","YES"
"23241","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Save","Gothenborg","Sweden",12.45,58.291,"Ryanair","Ireland",1,767,0,"YES","YES"
"23242","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Frankfurt Hahn","Hahn","Germany",7.439,50.581,"Ryanair","Ireland",1,1243,0,"YES","YES"
"23243","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Ryanair","Ireland",1,1625,0,"YES","YES"
"23244","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Gatwick","London","United Kingdom",0.349,51.246,"Ryanair","Ireland",1,1639,0,"YES","YES"
"23245","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ryanair","Ireland",1,1736,0,"YES","YES"
"23246","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Luton","London","United Kingdom",0.052,52.457,"Ryanair","Ireland",1,1602,0,"YES","YES"
"23247","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Skavsta","Stockholm","Sweden",17.52,59.314,"Ryanair","Ireland",1,571,0,"YES","YES"
"23249","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,1580,0,"YES","YES"
"23250","Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Tampere Pirkkala","Tampere","Finland",24.007,61.69,"Ryanair","Ireland",1,676,0,"YES","YES"
"23251","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Lanzarote","Las Palmas","Spain",-13.343,29.575,"Ryanair","Ireland",1,2925,0,"YES","YES"
"23252","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Malaga","Malaga","Spain",-4.166,37.124,"Ryanair","Ireland",1,1936,0,"YES","YES"
"23253","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Alicante","Alicante","Spain",-0.264,38.47,"Ryanair","Ireland",1,1778,0,"YES","YES"
"23254","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Barcelona","Barcelona","Spain",2.13,41.495,"Ryanair","Ireland",1,1463,0,"YES","YES"
"23255","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,295,0,"YES","YES"
"23256","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Faro","Faro","Portugal",-7.944,37.024,"Ryanair","Ireland",1,1999,0,"YES","YES"
"23257","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Fuerteventura","Fuerteventura","Spain",-13.773,28.754,"Ryanair","Ireland",1,3024,0,"YES","YES"
"23258","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Lech Walesa","Gdansk","Poland",18.777,54.629,"Ryanair","Ireland",1,1299,0,"YES","YES"
"23259","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Balice","Krakow","Poland",20.308,50.129,"Ryanair","Ireland",1,1547,0,"YES","YES"
"23260","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Ryanair","Ireland",1,1625,0,"YES","YES"
"23261","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Luqa","Malta","Malta",14.795,36.429,"Ryanair","Ireland",1,2357,0,"YES","YES"
"23262","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Niederrhein","Weeze","Germany",6.236,52.003,"Ryanair","Ireland",1,577,0,"YES","YES"
"23263","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Riga Intl","Riga","Latvia",24.618,57.539,"Ryanair","Ireland",1,1645,0,"YES","YES"
"23264","Leeds Bradford","Leeds","United Kingdom",-1.435,54.443,"Treviso","Treviso","Italy",12.324,46.08,"Ryanair","Ireland",1,1345,0,"YES","YES"
"23265","Lubeck Blankensee","Luebeck","Germany",11.198,54.342,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,916,0,"YES","YES"
"23266","Lubeck Blankensee","Luebeck","Germany",11.198,54.342,"Skavsta","Stockholm","Sweden",17.52,59.314,"Ryanair","Ireland",1,672,0,"YES","YES"
"23267","Larnaca","Larnaca","Cyprus",34.041,35.458,"Bologna","Bologna","Italy",11.481,44.892,"Ryanair","Ireland",1,2174,0,"YES","YES"
"23268","Larnaca","Larnaca","Cyprus",34.041,35.458,"Brussels South","Charleroi","Belgium",4.756,50.765,"Ryanair","Ireland",1,2892,0,"YES","YES"
"23269","Larnaca","Larnaca","Cyprus",34.041,35.458,"Girona","Gerona","Spain",3.267,42.501,"Ryanair","Ireland",1,2755,0,"YES","YES"
"23270","Larnaca","Larnaca","Cyprus",34.041,35.458,"Niederrhein","Weeze","Germany",6.236,52.003,"Ryanair","Ireland",1,2863,0,"YES","YES"
"23271","Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,964,0,"YES","YES"
"23272","Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,1703,0,"YES","YES"
"23273","Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Ryanair","Ireland",1,1534,0,"YES","YES"
"23274","Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Nottingham East Midlands","East Midlands","United Kingdom",-0.881,53.385,"Ryanair","Ireland",1,1382,0,"YES","YES"
"23275","Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ryanair","Ireland",1,1505,0,"YES","YES"
"23276","Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,1305,0,"YES","YES"
"23277","Lourdes","Tarbes","France",0.655,43.297,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,1020,0,"YES","YES"
"23278","Londonderry Eglinton","Londonderry","United Kingdom",-6.602,55.071,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Ryanair","Ireland",1,417,1,"YES","YES"
"23279","Londonderry Eglinton","Londonderry","United Kingdom",-6.602,55.071,"Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ryanair","Ireland",1,301,1,"YES","YES"
"23280","Londonderry Eglinton","Londonderry","United Kingdom",-6.602,55.071,"Prestwick","Prestwick","United Kingdom",-4.312,55.849,"Ryanair","Ireland",1,168,1,"YES","YES"
"23281","Londonderry Eglinton","Londonderry","United Kingdom",-6.602,55.071,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,542,1,"YES","YES"
"23282","Almeria","Almeria","Spain",-1.951,37.406,"Barajas","Madrid","Spain",-3.278,40.822,"Ryanair","Ireland",1,396,1,"YES","YES"
"23283","Leipzig Halle","Leipzig","Germany",12.402,51.72,"Ciampino","Rome","Italy",12.991,42.332,"Ryanair","Ireland",1,1044,0,"YES","YES"
"23284","Leipzig Halle","Leipzig","Germany",12.402,51.72,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,823,0,"YES","YES"
"23285","Gatwick","London","United Kingdom",0.349,51.246,"Alicante","Alicante","Spain",-0.264,38.47,"Ryanair","Ireland",1,1421,0,"YES","YES"
"23286","Gatwick","London","United Kingdom",0.349,51.246,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,496,0,"YES","YES"
"23287","Gatwick","London","United Kingdom",0.349,51.246,"Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Ryanair","Ireland",1,1639,0,"YES","YES"
"23288","Gatwick","London","United Kingdom",0.349,51.246,"Barajas","Madrid","Spain",-3.278,40.822,"Ryanair","Ireland",1,1192,0,"YES","YES"
"23289","Gatwick","London","United Kingdom",0.349,51.246,"Skavsta","Stockholm","Sweden",17.52,59.314,"Ryanair","Ireland",1,1402,0,"YES","YES"
"23290","Gatwick","London","United Kingdom",0.349,51.246,"Cork","Cork","Ireland",-8.152,52.402,"Ryanair","Ireland",1,597,0,"YES","YES"
"23292","Gatwick","London","United Kingdom",0.349,51.246,"Shannon","Shannon","Ireland",-8.875,53.169,"Ryanair","Ireland",1,663,0,"YES","YES"
"23293","Gatwick","London","United Kingdom",0.349,51.246,"Sevilla","Sevilla","Spain",-5.822,37.696,"Ryanair","Ireland",1,1582,0,"YES","YES"
"23294","Bellegarde","Limoges","France",1.299,46.437,"Nottingham East Midlands","East Midlands","United Kingdom",-0.881,53.385,"Ryanair","Ireland",1,787,0,"YES","YES"
"23295","Bellegarde","Limoges","France",1.299,46.437,"Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ryanair","Ireland",1,842,0,"YES","YES"
"23296","Bellegarde","Limoges","France",1.299,46.437,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,674,0,"YES","YES"
"23297","Lesquin","Lille","France",3.149,50.936,"Provence","Marseille","France",5.356,43.725,"Ryanair","Ireland",1,818,1,"YES","YES"
"23298","Lesquin","Lille","France",3.149,50.936,"Porto","Porto","Portugal",-8.469,41.413,"Ryanair","Ireland",1,1382,0,"YES","YES"
"23299","Linz","Linz","Austria",14.312,48.388,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,1083,0,"YES","YES"
"23300","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Barcelona","Barcelona","Spain",2.13,41.495,"Ryanair","Ireland",1,2113,1,"YES","YES"
"23301","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,2936,0,"YES","YES"
"23302","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Ryanair","Ireland",1,2907,0,"YES","YES"
"23303","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Neuenland","Bremen","Germany",9.311,53.079,"Ryanair","Ireland",1,3373,0,"YES","YES"
"23304","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Bristol","Bristol","United Kingdom",-2.532,51.637,"Ryanair","Ireland",1,2767,0,"YES","YES"
"23305","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"M R Stefanik","Bratislava","Slovakia",17.354,48.283,"Ryanair","Ireland",1,3526,0,"YES","YES"
"23306","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Brussels South","Charleroi","Belgium",4.756,50.765,"Ryanair","Ireland",1,2971,0,"YES","YES"
"23307","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,2894,0,"YES","YES"
"23308","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Ryanair","Ireland",1,3257,0,"YES","YES"
"23309","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Eindhoven","Eindhoven","Netherlands",5.624,51.75,"Ryanair","Ireland",1,3093,0,"YES","YES"
"23310","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Nottingham East Midlands","East Midlands","United Kingdom",-0.881,53.385,"Ryanair","Ireland",1,2991,0,"YES","YES"
"23311","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Baden Airpark","Karlsruhe/Baden-Baden","Germany",8.134,49.298,"Ryanair","Ireland",1,3027,0,"YES","YES"
"23312","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Frankfurt Hahn","Hahn","Germany",7.439,50.581,"Ryanair","Ireland",1,3087,0,"YES","YES"
"23313","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ryanair","Ireland",1,2953,0,"YES","YES"
"23314","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Luton","London","United Kingdom",0.052,52.457,"Ryanair","Ireland",1,2932,0,"YES","YES"
"23315","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Barajas","Madrid","Spain",-3.278,40.822,"Ryanair","Ireland",1,1730,1,"YES","YES"
"23316","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Niederrhein","Weeze","Germany",6.236,52.003,"Ryanair","Ireland",1,3143,0,"YES","YES"
"23317","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Prestwick","Prestwick","United Kingdom",-4.312,55.849,"Ryanair","Ireland",1,3151,0,"YES","YES"
"23318","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Pisa","Pisa","Italy",10.654,44.139,"Ryanair","Ireland",1,2856,0,"YES","YES"
"23319","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Santiago","Santiago","Spain",-8.026,43.493,"Ryanair","Ireland",1,1773,1,"YES","YES"
"23320","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Santander","Santander","Spain",-3.701,43.711,"Ryanair","Ireland",1,1962,1,"YES","YES"
"23321","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Shannon","Shannon","Ireland",-8.875,53.169,"Ryanair","Ireland",1,2782,0,"YES","YES"
"23322","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,2946,0,"YES","YES"
"23323","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Sevilla","Sevilla","Spain",-5.822,37.696,"Ryanair","Ireland",1,1325,1,"YES","YES"
"23324","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Valencia","Valencia","Spain",-0.137,39.815,"Ryanair","Ireland",1,1847,1,"YES","YES"
"23325","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Zaragoza Ab","Zaragoza","Spain",-0.403,42.11,"Ryanair","Ireland",1,1999,1,"YES","YES"
"23326","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Lanzarote","Las Palmas","Spain",-13.343,29.575,"Ryanair","Ireland",1,2801,0,"YES","YES"
"23327","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Malaga","Malaga","Spain",-4.166,37.124,"Ryanair","Ireland",1,1830,0,"YES","YES"
"23328","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Alicante","Alicante","Spain",-0.264,38.47,"Ryanair","Ireland",1,1688,0,"YES","YES"
"23329","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,1238,0,"YES","YES"
"23330","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"M R Stefanik","Bratislava","Slovakia",17.354,48.283,"Ryanair","Ireland",1,1519,0,"YES","YES"
"23331","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Salvaza","Carcassonne","France",2.51,43.359,"Ryanair","Ireland",1,1197,0,"YES","YES"
"23332","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Ciampino","Rome","Italy",12.991,42.332,"Ryanair","Ireland",1,1704,0,"YES","YES"
"23333","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,200,0,"YES","YES"
"23334","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Faro","Faro","Portugal",-7.944,37.024,"Ryanair","Ireland",1,1881,0,"YES","YES"
"23335","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Fuerteventura","Fuerteventura","Spain",-13.773,28.754,"Ryanair","Ireland",1,2900,0,"YES","YES"
"23336","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Balice","Krakow","Poland",20.308,50.129,"Ryanair","Ireland",1,1621,0,"YES","YES"
"23337","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Ryanair","Ireland",1,1736,0,"YES","YES"
"23338","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Łódź Władysław Reymont Airport","Lodz","Poland",19.663,52.203,"Ryanair","Ireland",1,1505,0,"YES","YES"
"23339","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Londonderry Eglinton","Londonderry","United Kingdom",-6.602,55.071,"Ryanair","Ireland",1,301,1,"YES","YES"
"23340","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Bellegarde","Limoges","France",1.299,46.437,"Ryanair","Ireland",1,842,0,"YES","YES"
"23341","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Ryanair","Ireland",1,2953,0,"YES","YES"
"23342","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Connaught","Connaught","Ireland",-8.698,54.517,"Ryanair","Ireland",1,402,0,"YES","YES"
"23343","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Skavsta","Stockholm","Sweden",17.52,59.314,"Ryanair","Ireland",1,1393,0,"YES","YES"
"23344","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Cork","Cork","Ireland",-8.152,52.402,"Ryanair","Ireland",1,383,0,"YES","YES"
"23345","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Lawica","Poznan","Poland",17.377,52.701,"Ryanair","Ireland",1,1341,0,"YES","YES"
"23346","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Riga Intl","Riga","Latvia",24.618,57.539,"Ryanair","Ireland",1,1764,0,"YES","YES"
"23348","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Shannon","Shannon","Ireland",-8.875,53.169,"Ryanair","Ireland",1,408,0,"YES","YES"
"23349","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Goleniow","Szczechin","Poland",15.503,53.974,"Ryanair","Ireland",1,1197,0,"YES","YES"
"23350","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Tenerife Sur","Tenerife","Spain",-16.288,28.074,"Ryanair","Ireland",1,3041,0,"YES","YES"
"23352","Liverpool","Liverpool","United Kingdom",-2.75,53.556,"Strachowice","Wroclaw","Poland",17.476,51.171,"Ryanair","Ireland",1,1393,0,"YES","YES"
"23353","Lappeenranta","Lappeenranta","Finland",28.24,61.074,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,2030,0,"YES","YES"
"23354","Lappeenranta","Lappeenranta","Finland",28.24,61.074,"Brussels South","Charleroi","Belgium",4.756,50.765,"Ryanair","Ireland",1,1841,0,"YES","YES"
"23355","Lappeenranta","Lappeenranta","Finland",28.24,61.074,"Niederrhein","Weeze","Germany",6.236,52.003,"Ryanair","Ireland",1,1670,0,"YES","YES"
"23356","La Rochelle-Ile de Re","La Rochelle","France",-0.659,46.298,"Stansted","London","United Kingdom",0.391,52.475,"Ryanair","Ireland",1,690,0,"YES","YES"
"23357","Luton","London","United Kingdom",0.052,52.457,"Lanzarote","Las Palmas","Spain",-13.343,29.575,"Ryanair","Ireland",1,2771,0,"YES","YES"
"23358","Luton","London","United Kingdom",0.052,52.457,"M R Stefanik","Bratislava","Slovakia",17.354,48.283,"Ryanair","Ireland",1,1307,0,"YES","YES"
"23359","Luton","London","United Kingdom",0.052,52.457,"Vias","Beziers","France",3.589,43.539,"Ryanair","Ireland",1,1025,0,"YES","YES"
"23360","Luton","London","United Kingdom",0.052,52.457,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,413,0,"YES","YES"
"23361","Luton","London","United Kingdom",0.052,52.457,"Garons","Nimes","France",4.693,44.262,"Ryanair","Ireland",1,973,0,"YES","YES"
"23362","Luton","London","United Kingdom",0.052,52.457,"Fuerteventura","Fuerteventura","Spain",-13.773,28.754,"Ryanair","Ireland",1,2871,0,"YES","YES"
"23363","Luton","London","United Kingdom",0.052,52.457,"Kerry","Kerry","Ireland",-9.207,52.301,"Ryanair","Ireland",1,628,0,"YES","YES"
"23364","Luton","London","United Kingdom",0.052,52.457,"Kaunas Intl","Kaunas","Lithuania",24.141,55.606,"Ryanair","Ireland",1,1602,0,"YES","YES"
"23365","Luton","London","United Kingdom",0.052,52.457,"Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Ryanair","Ireland",1,2932,0,"YES","YES"
"23366","Luton","London","United Kingdom",0.052,52.457,"Luqa","Malta","Malta",14.795,36.429,"Ryanair","Ireland",1,2123,0,"YES","YES"
"23367","Luton","London","United Kingdom",0.052,52.457,"Connaught","Connaught","Ireland",-8.698,54.517,"Ryanair","Ireland",1,622,0,"YES","YES"
"23368","Luton","London","United Kingdom",0.052,52.457,"Jasionka","Rzeszow","Poland",22.031,50.183,"Ryanair","Ireland",1,1541,0,"YES","YES"
"23369","Luton","London","United Kingdom",0.052,52.457,"Tenerife Sur","Tenerife","Spain",-16.288,28.074,"Ryanair","Ireland",1,3029,0,"YES","YES"
"23370","Luton","London","United Kingdom",0.052,52.457,"Tallinn","Tallinn-ulemiste International","Estonia",25.388,59.688,"Ryanair","Ireland",1,1751,0,"YES","YES"
"23371","Barajas","Madrid","Spain",-3.278,40.822,"Lanzarote","Las Palmas","Spain",-13.343,29.575,"Ryanair","Ireland",1,1546,1,"YES","YES"
"23372","Barajas","Madrid","Spain",-3.278,40.822,"Alghero","Alghero","Italy",8.484,41.053,"Ryanair","Ireland",1,987,0,"YES","YES"
"23373","Barajas","Madrid","Spain",-3.278,40.822,"Alicante","Alicante","Spain",-0.264,38.47,"Ryanair","Ireland",1,367,1,"YES","YES"
"23374","Barajas","Madrid","Spain",-3.278,40.822,"Falconara","Ancona","Italy",13.603,44.027,"Ryanair","Ireland",1,1427,0,"YES","YES"
"23375","Barajas","Madrid","Spain",-3.278,40.822,"Bergamo Orio Al Serio","Bergamo","Italy",10.173,46.123,"Ryanair","Ireland",1,1232,0,"YES","YES"
"23376","Barajas","Madrid","Spain",-3.278,40.822,"Bologna","Bologna","Italy",11.481,44.892,"Ryanair","Ireland",1,1283,0,"YES","YES"
"23377","Barajas","Madrid","Spain",-3.278,40.822,"Bari","Bari","Italy",17.267,41.231,"Ryanair","Ireland",1,1720,0,"YES","YES"
"23378","Barajas","Madrid","Spain",-3.278,40.822,"Tille","Beauvais","France",2.187,49.757,"Ryanair","Ireland",1,1080,0,"YES","YES"
"23379","Barajas","Madrid","Spain",-3.278,40.822,"Elmas","Cagliari","Italy",9.09,39.419,"Ryanair","Ireland",1,1062,0,"YES","YES"
"23380","Barajas","Madrid","Spain",-3.278,40.822,"Ciampino","Rome","Italy",12.991,42.332,"Ryanair","Ireland",1,1361,0,"YES","YES"
"23381","Barajas","Madrid","Spain",-3.278,40.822,"Brussels South","Charleroi","Belgium",4.756,50.765,"Ryanair","Ireland",1,1267,0,"YES","YES"
"23382","Barajas","Madrid","Spain",-3.278,40.822,"Dublin","Dublin","Ireland",-5.784,53.702,"Ryanair","Ireland",1,1444,0,"YES","YES"
"23383","Barajas","Madrid","Spain",-3.278,40.822,"Eindhoven","Eindhoven","Netherlands",5.624,51.75,"Ryanair","Ireland",1,1392,0,"YES","YES"
"23384","Barajas","Madrid","Spain",-3.278,40.822,"Fuerteventura","Fuerteventura","Spain",-13.773,28.754,"Ryanair","Ireland",1,1646,1,"YES","YES"
