"original address",latitude,longitude,accuracy,status code
"Isona i Conca Dellà,Lleida,Spain",42.1196947,1.0466513,4,200
"Ivars d`Urgell,Lleida,Spain",41.6835258,0.9885827,4,200
"Ivars de Noguera,Lleida,Spain",41.8505005,0.5869282,4,200
"Ivorra,Lleida,Spain",41.7716195,1.3945488,4,200
"Josa i Tuixén,Lleida,Spain",42.2330556,1.5680556,4,200
"Juncosa,Lleida,Spain",41.3714823,0.7753397,4,200
"Juneda,Lleida,Spain",41.5481058,0.8254097,4,200
"Les,Lleida,Spain",42.8100446,0.710633,4,200
"Linyola,Lleida,Spain",41.7112639,0.9027762,4,200
"Lladorre,Lleida,Spain",42.621507,1.2490693,4,200
"Lladurs,Lleida,Spain",42.0439559,1.5093056,4,200
"Llardecans,Lleida,Spain",41.3748854,0.5513021,4,200
"Llavorsí,Lleida,Spain",42.4954971,1.2120278,4,200
"Lleida,Lleida,Spain",41.6141518,0.6257825,4,200
"Lles de Cerdanya,Lleida,Spain",42.3900383,1.6878116,4,200
"Llimiana,Lleida,Spain",42.0765975,0.9161858,4,200
"Llobera,Lleida,Spain",41.9510407,1.472779,4,200
"Maials,Lleida,Spain",41.363902,0.5082115,4,200
"Maldà,Lleida,Spain",41.5508638,1.0398011,4,200
"Massalcoreig,Lleida,Spain",41.4596935,0.3593504,4,200
"Massoteres,Lleida,Spain",41.7978493,1.3115244,4,200
"Menàrguens,Lleida,Spain",41.7280828,0.742645,4,200
"Miralcamp,Lleida,Spain",41.6042081,0.8817882,4,200
"Mollerussa,Lleida,Spain",41.6300368,0.8941285,4,200
"Molsosa, la,Lleida,Spain",41.783661,1.5411331,4,200
"Montellà i Martinet,Lleida,Spain",42.3597001,1.6956211,4,200
"Montferrer i Castellbò,Lleida,Spain",42.3417167,1.427727,4,200
"Montgai,Lleida,Spain",41.7990054,0.9574335,4,200
"Montoliu de Lleida,Lleida,Spain",41.562338,0.5875061,4,200
"Montoliu de Segarra,Lleida,Spain",41.5904263,1.2710352,4,200
"Montornès de Segarra,Lleida,Spain",41.6005603,1.2322004,4,200
"Nalec,Lleida,Spain",41.5606504,1.1161926,4,200
"Naut Aran,Lleida,Spain",42.7088889,0.9030556,4,200
"Navès,Lleida,Spain",41.9907113,1.6404911,4,200
"Odèn,Lleida,Spain",42.1326391,1.4546931,4,200
"Oliana,Lleida,Spain",42.0636928,1.3128231,4,200
"Oliola,Lleida,Spain",41.8752242,1.175909,4,200
"Olius,Lleida,Spain",42.0095724,1.565473,4,200
"Oluges, les,Lleida,Spain",41.6962806,1.3211958,4,200
"Omellons, els,Lleida,Spain",41.5018728,0.9630012,4,200
"Omells de na Gaia, els,Lleida,Spain",41.5008565,1.0756464,4,200
"Organyà,Lleida,Spain",42.2114029,1.3288642,4,200
"Os de Balaguer,Lleida,Spain",41.8727855,0.7197603,4,200
"Ossó de Sió,Lleida,Spain",41.754264,1.1593297,4,200
"Palau d`Anglesola, el,Lleida,Spain",41.6516356,0.880874,4,200
"Penelles,Lleida,Spain",41.7578313,0.9648493,4,200
"Peramola,Lleida,Spain",42.0585797,1.2673349,4,200
"Pinell de Solsonès,Lleida,Spain",41.9711502,1.3998185,4,200
"Pinós,Lleida,Spain",41.8277357,1.5425479,4,200
"Plans de Sió, els,Lleida,Spain",41.724592,1.205951,4,200
"Poal, el,Lleida,Spain",41.6781568,0.8516847,4,200
"Pobla de Cérvoles, la,Lleida,Spain",41.3673838,0.9170161,4,200
"Pobla de Segur, la,Lleida,Spain",42.2476524,0.9675135,4,200
"Pont de Bar, el,Lleida,Spain",42.3719609,1.6063154,4,200
"Pont de Suert, el,Lleida,Spain",42.4084814,0.741766,4,200
"Ponts,Lleida,Spain",41.9154581,1.1848729,4,200
"Portella, la,Lleida,Spain",41.7389055,0.6422635,4,200
"Prats i Sansor,Lleida,Spain",42.3644192,1.8357095,4,200
"Preixana,Lleida,Spain",41.6073047,1.0364911,4,200
"Preixens,Lleida,Spain",41.7934386,1.0487129,4,200
"Prullans,Lleida,Spain",42.3790589,1.7392843,4,200
"Puiggròs,Lleida,Spain",41.5512708,0.8889367,4,200
"Puigverd d`Agramunt,Lleida,Spain",41.7763989,1.1216809,4,200
"Puigverd de Lleida,Lleida,Spain",41.5446207,0.7346072,4,200
"Rialp,Lleida,Spain",42.4434777,1.1351768,4,200
"Ribera d`Ondara,Lleida,Spain",41.6235887,1.3180042,4,200
"Ribera d`Urgellet,Lleida,Spain",42.3266667,1.3972222,4,200
"Riner,Lleida,Spain",41.9175661,1.5721769,4,200
"Riu de Cerdanya,Lleida,Spain",42.3455597,1.8262532,4,200
"Rosselló,Lleida,Spain",41.698439,0.5957855,4,200
"Salàs de Pallars,Lleida,Spain",42.2115767,0.9324489,4,200
"Sanaüja,Lleida,Spain",41.8739054,1.3093575,4,200
"Sant Esteve de la Sarga,Lleida,Spain",42.0805069,0.7636091,4,200
"Sant Guim de Freixenet,Lleida,Spain",41.6553585,1.4192043,4,200
"Sant Guim de la Plana,Lleida,Spain",41.7627835,1.3236125,4,200
"Sant Llorenç de Morunys,Lleida,Spain",42.1368343,1.5909865,4,200
"Sant Martí de Riucorb,Lleida,Spain",41.558742,1.053771,4,200
"Sant Ramon,Lleida,Spain",41.7261989,1.3683384,4,200
"Sarroca de Bellera,Lleida,Spain",42.3597101,0.8811588,4,200
"Sarroca de Lleida,Lleida,Spain",41.4598606,0.5611271,4,200
"Senterada,Lleida,Spain",42.3242963,0.93659,4,200
"Sentiu de Sió, la,Lleida,Spain",41.805298,0.8781835,4,200
"Seròs,Lleida,Spain",41.4628352,0.4108175,4,200
"Seu d`Urgell, la,Lleida,Spain",42.3567052,1.4596587,4,200
"Sidamon,Lleida,Spain",41.6283756,0.8336361,4,200
"Soleràs, el,Lleida,Spain",41.4125315,0.684953,4,200
"Solsona,Lleida,Spain",41.9936263,1.5177007,4,200
"Soriguera,Lleida,Spain",42.3706918,1.1816616,4,200
"Sort,Lleida,Spain",42.4102371,1.1287633,4,200
"Soses,Lleida,Spain",41.5337871,0.4879092,4,200
"Sudanell,Lleida,Spain",41.5561642,0.566377,4,200
"Sunyer,Lleida,Spain",41.5236768,0.5907821,4,200
"Talarn,Lleida,Spain",42.1849758,0.8992487,4,200
"Talavera,Lleida,Spain",41.5817132,1.3390835,4,200
"Tàrrega,Lleida,Spain",41.6468598,1.1392149,4,200
"Tarrés,Lleida,Spain",41.4229698,1.0219452,4,200
"Tarroja de Segarra,Lleida,Spain",41.7317302,1.2769156,4,200
"Térmens,Lleida,Spain",41.7175947,0.7651012,4,200
"Tírvia,Lleida,Spain",42.5152501,1.2446194,4,200
"Tiurana,Lleida,Spain",41.9755782,1.2559294,4,200
"Torà,Lleida,Spain",41.8122305,1.4009108,4,200
"Torms, els,Lleida,Spain",41.3945296,0.7221607,4,200
"Tornabous,Lleida,Spain",41.7015214,1.0526111,4,200
"Torre de Cabdella, la,Lleida,Spain",42.4738265,0.9922371,4,200
"Torre-serona,Lleida,Spain",41.6712959,0.6292645,4,200
"Torrebesses,Lleida,Spain",41.4248105,0.5939408,4,200
"Torrefarrera,Lleida,Spain",41.6733898,0.6067967,4,200
"Torrefeta i Florejacs,Lleida,Spain",41.7543227,1.2747611,4,200
"Torregrossa,Lleida,Spain",41.5811491,0.8252335,4,200
"Torrelameu,Lleida,Spain",41.7045552,0.7047597,4,200
"Torres de Segre,Lleida,Spain",41.534059,0.5141932,4,200
"Tremp,Lleida,Spain",42.1685809,0.8949026,4,200
"Vall de Boí, la,Lleida,Spain",42.5222336,0.8344225,4,200
"Vall de Cardós,Lleida,Spain",42.583962,1.2365409,4,200
"Vallbona de les Monges,Lleida,Spain",41.5255595,1.0894776,4,200
"Vallfogona de Balaguer,Lleida,Spain",41.7526913,0.813878,4,200
"Valls d`Aguilar, les,Lleida,Spain",42.295833,1.343056,4,200
"Valls de Valira, les,Lleida,Spain",42.384444,1.459444,4,200
"Vansa i Fórnols, la,Lleida,Spain",42.2448,1.4992,4,200
"Verdú,Lleida,Spain",41.6103406,1.14266,4,200
"Vielha e Mijaran,Lleida,Spain",42.7016544,0.7956383,4,200
"Vila-sana,Lleida,Spain",41.6636066,0.9286443,4,200
"Vilagrassa,Lleida,Spain",41.6471145,1.1035774,4,200
"Vilaller,Lleida,Spain",42.4765041,0.7174102,4,200
"Vilamòs,Lleida,Spain",42.7480736,0.725197,4,200
"Vilanova de Bellpuig,Lleida,Spain",41.6148144,0.9596246,4,200
"Vilanova de l`Aguda,Lleida,Spain",41.9106647,1.2518063,4,200
"Vilanova de la Barca,Lleida,Spain",41.6893558,0.7291372,4,200
"Vilanova de Meià,Lleida,Spain",41.9942878,1.0220767,4,200
"Vilanova de Segrià,Lleida,Spain",41.7112822,0.620144,4,200
"Vilosell, el,Lleida,Spain",41.3830537,0.9466231,4,200
"Vinaixa,Lleida,Spain",41.4288637,0.9736408,4,200
